iter	MultiClass
213	0.5075187089
214	0.5060472049
215	0.504681755
216	0.5029065292
217	0.5011642497
218	0.4968498585
219	0.4948043351
220	0.4934664053
221	0.4898162029
222	0.4858628344
223	0.4847359845
224	0.4832895663
225	0.4795231595
226	0.4785237155
227	0.4779985448
228	0.4768832939
229	0.4752618543
230	0.4736468188
231	0.4730635087
232	0.471671997
233	0.4692271856
234	0.4680338574
235	0.4659611295
236	0.4641813053
237	0.4636754076
238	0.4614977941
239	0.460276117
240	0.4588569801
241	0.4563626313
242	0.4551921126
243	0.4537457143
244	0.4524234634
245	0.4504304487
246	0.4480344793
247	0.4470769736
248	0.4457225719
249	0.4409824516
250	0.4389393383
251	0.4382292151
252	0.4369237385
253	0.4362938532
254	0.434767056
255	0.4331353156
256	0.4317244309
257	0.430939757
258	0.4300695354
259	0.4287481279
260	0.4270208799
261	0.4263361642
262	0.425069847
263	0.4238551291
264	0.4209466966
265	0.4201218611
266	0.4187533274
267	0.4179005662
268	0.4172316419
269	0.4157221221
270	0.4150413327
271	0.4131693982
272	0.412145301
273	0.4119245
274	0.4111970612
275	0.4084132883
276	0.4068229875
277	0.4054703576
278	0.4046863315
279	0.403062717
280	0.4016797549
281	0.4001725086
282	0.3987708389
283	0.398061857
284	0.3972457196
285	0.3964370188
286	0.3955605264
287	0.3943305601
288	0.3939537263
289	0.3914028712
290	0.3901780965
291	0.3900589852
292	0.3893383369
293	0.3876556126
294	0.3859437339
295	0.3847214377
296	0.3840406369
297	0.3830826069
298	0.3827011382
299	0.3825810495
300	0.3803256236
301	0.3794937363
302	0.3759460185
303	0.374855687
304	0.3738822845
305	0.3716424408
306	0.3713037834
307	0.3701229318
308	0.3689950872
309	0.366887426
310	0.3661210439
311	0.3654936976
312	0.3648789116
313	0.3643167533
314	0.3637709103
315	0.3628811452
316	0.3621893236
317	0.3611433377
318	0.3606101169
319	0.3603305443
320	0.3595691783
321	0.359228163
322	0.3586552295
323	0.3570944351
324	0.3564499938
325	0.3552241057
326	0.3549838791
327	0.3542429248
328	0.3526026122
329	0.3519337859
330	0.3511352047
331	0.3496099789
332	0.3485776084
333	0.34756337
334	0.3460287482
335	0.3451835392
336	0.3447381276
337	0.3417032133
338	0.3410005403
339	0.3392338766
340	0.3384186034
341	0.3376249205
342	0.336755515
343	0.3362904897
344	0.3355423504
345	0.3350282097
346	0.3344874844
347	0.3336992137
348	0.3335096219
349	0.3323357364
350	0.3305257366
351	0.3294867383
352	0.3289037958
353	0.3285448404
354	0.3276610565
355	0.3269271231
356	0.3238431327
357	0.3237803022
358	0.3235030621
359	0.3226120425
360	0.3197437224
361	0.318507316
362	0.3175681647
363	0.3170671314
364	0.3162773063
365	0.315353801
366	0.3145246064
367	0.3135764233
368	0.3130037447
369	0.3122909285
370	0.3117386679
371	0.3110994577
372	0.3108683668
373	0.3102697737
374	0.3092300491
375	0.308754581
376	0.3080516708
377	0.3070548211
378	0.3066796596
379	0.3043175057
380	0.3034567201
381	0.3021644643
382	0.3018798574
383	0.301217311
384	0.2997278277
385	0.2986583758
386	0.2982010705
387	0.2974915299
388	0.2967141321
389	0.296012574
390	0.2953941479
391	0.2949732083
392	0.2935326719
393	0.2931411159
394	0.2924888111
395	0.2920269656
396	0.2904619511
397	0.289881441
398	0.289116959
399	0.2877994656
400	0.2871865046
401	0.2864382875
402	0.2861284939
403	0.284989849
404	0.2842939216
405	0.2818206359
406	0.27990674
407	0.2787588135
408	0.2779007303
409	0.2769647957
410	0.2761845398
411	0.2753096151
412	0.2741321306
413	0.2733105309
414	0.2720457394
415	0.2704630903
416	0.2697087876
417	0.2674178901
418	0.265964858
419	0.2653578519
420	0.2652290679
421	0.2648081447
422	0.2640571297
423	0.2637678299
424	0.262764934
425	0.2616792245
426	0.2613555846
427	0.2611942648
428	0.2608207261
429	0.2600347947
430	0.2594630829
431	0.2580394894
432	0.256950763
433	0.2562073841
434	0.2550556616
435	0.2542957426
436	0.2534176111
437	0.2521573071
438	0.2513968166
439	0.2493929339
440	0.2489809907
441	0.2486893974
442	0.2483305544
443	0.2469903646
444	0.246021402
445	0.2453681398
446	0.2441992474
447	0.2437375321
448	0.243102074
449	0.2426637608
450	0.2421295493
451	0.2414904732
452	0.2412737891
453	0.2400978014
454	0.2395895927
455	0.2380397104
456	0.2370717661
457	0.2368775921
458	0.2364343902
459	0.2360474549
460	0.2356738305
461	0.235353421
462	0.2348408242
463	0.2340550421
464	0.2336919558
465	0.2329346249
466	0.2326162901
467	0.2319973356
468	0.2318446448
469	0.2313304187
470	0.2308586385
471	0.2305928293
472	0.2296981771
473	0.2286101468
474	0.2275798039
475	0.2273669719
476	0.2264890798
477	0.2262081348
478	0.2257652637
479	0.2254026183
480	0.2247922851
481	0.2240836527
482	0.2238255582
483	0.223138302
484	0.2228183516
485	0.2225252454
486	0.2220620135
487	0.2216811604
488	0.22151497
489	0.2210284723
490	0.2196602322
491	0.2181799724
492	0.2174509082
493	0.2171309739
494	0.2167715255
495	0.2162058767
496	0.2160299837
497	0.2157414506
498	0.2149976921
499	0.2147570288
500	0.2144209489
501	0.213925061
502	0.213497118
503	0.2131250225
504	0.2126568637
505	0.2123626649
506	0.2119671186
507	0.2116789467
508	0.2112264317
509	0.2110304478
510	0.2104905119
511	0.2094260514
512	0.2088400718
513	0.2083486645
514	0.2080758307
515	0.207774752
516	0.2067430238
517	0.2066367086
518	0.2052439712
519	0.2049801213
520	0.2043008176
521	0.2039010473
522	0.203787286
523	0.203252937
524	0.2027951937
525	0.2023156724
526	0.2012829475
527	0.2010100776
528	0.200963933
529	0.2001623746
530	0.1996491107
531	0.1992060698
532	0.1981083086
533	0.1979740871
534	0.1972644146
535	0.196862039
536	0.1963887262
537	0.1958678515
538	0.1954187535
539	0.195041789
540	0.194645745
541	0.1942193349
542	0.1938376146
543	0.1933826113
544	0.193208209
545	0.1929886234
546	0.192486757
547	0.1922086339
548	0.192097211
549	0.191243999
550	0.1911149399
551	0.1905671044
552	0.1902017661
553	0.189955799
554	0.1896135423
555	0.1892944762
556	0.1891347651
557	0.1887374502
558	0.1882292455
559	0.1878329586
560	0.1871917739
561	0.1866510092
562	0.1860454849
563	0.1856404531
564	0.185081652
565	0.1842406862
566	0.1838325432
567	0.1831345238
568	0.1823197569
569	0.1819430276
570	0.1813682139
571	0.180931802
572	0.1801361691
573	0.1798380384
574	0.1791434837
575	0.1783545756
576	0.1780915539
577	0.1778140281
578	0.1773056748
579	0.1770789911
580	0.176549857
581	0.1760506016
582	0.1758382862
583	0.175557135
584	0.1750521543
585	0.1748061998
586	0.1746041826
587	0.1743281729
588	0.1739407051
589	0.1736501444
590	0.1734496613
591	0.1728858532
592	0.1727729717
593	0.1725751021
594	0.1721795216
595	0.1715758084
596	0.1712995228
597	0.1709316882
598	0.1704682801
599	0.17011388
600	0.1696827843
601	0.1693545149
602	0.1690912639
603	0.1684841708
604	0.1681715974
605	0.1679055957
606	0.1675416062
607	0.1672307245
608	0.1668843935
609	0.16672926
610	0.1665126846
611	0.1658973723
612	0.1656984197
613	0.1653305969
614	0.1646624771
615	0.1644021143
616	0.1637940678
617	0.1634583228
618	0.1633196819
619	0.1629468617
620	0.1626973264
621	0.1624781466
622	0.1621844228
623	0.162136394
624	0.1620951154
625	0.1617298496
626	0.161414032
627	0.1613794338
628	0.1612348486
629	0.1609711422
630	0.1607818518
631	0.1599996547
632	0.1597677743
633	0.1594200054
634	0.1590203603
635	0.1589323997
636	0.1586197317
637	0.1585276248
638	0.1584324508
639	0.1576278487
640	0.157466537
641	0.1573424929
642	0.1568470136
643	0.1564651482
644	0.156182701
645	0.1558402764
646	0.1553978116
647	0.1550721953
648	0.1548556261
649	0.1546453768
650	0.1544312267
651	0.1543790006
652	0.1540880756
653	0.1537620598
654	0.1534518804
655	0.1531153198
656	0.1528388845
657	0.1520219264
658	0.151726658
659	0.1515004515
660	0.1507972309
661	0.1506662514
662	0.150092928
663	0.1499416959
664	0.1497823015
665	0.1495217481
666	0.1493105871
667	0.1487567432
668	0.1485151226
669	0.1482586619
670	0.1479226251
671	0.1474747772
672	0.1470464972
673	0.1468713926
674	0.1465627683
675	0.146337164
676	0.1460887506
677	0.145949506
678	0.1457127423
679	0.1453629842
680	0.1446528441
681	0.1445241552
682	0.1438880393
683	0.1436267142
684	0.1431203387
685	0.1429169942
686	0.1427745545
687	0.1424659039
688	0.1422561326
689	0.1419484116
690	0.1418313717
691	0.141693773
692	0.1414352608
693	0.1413294236
694	0.1410379925
695	0.1406977844
696	0.1402201623
697	0.1398525035
698	0.1397105666
699	0.1395531382
700	0.1394738763
701	0.1393506954
702	0.1391189467
703	0.1390610889
704	0.1388762339
705	0.1385862668
706	0.1383041366
707	0.1381648699
708	0.1378000591
709	0.1375475824
710	0.1374786005
711	0.1373394901
712	0.136644807
713	0.1363181117
714	0.1361146372
715	0.1358297236
716	0.1355610788
717	0.1352261364
718	0.1350879406
719	0.134759264
720	0.1347223518
721	0.1346803085
722	0.1344656214
723	0.1342933157
724	0.1341737349
725	0.1339292819
726	0.1337338341
727	0.1332350456
728	0.1329322227
729	0.1327616793
730	0.1324805936
731	0.1321842345
732	0.1319726155
733	0.131882404
734	0.1317198954
735	0.1314739588
736	0.1311152835
737	0.1305571849
738	0.1303421847
739	0.1301862217
740	0.1300549175
741	0.1297716864
742	0.1296799079
743	0.1295871495
744	0.129436591
745	0.1291550459
746	0.128983138
747	0.1287287723
748	0.1282927019
749	0.1281169442
750	0.12760051
751	0.1274299474
752	0.1273755838
753	0.1273013973
754	0.1272192363
755	0.1270036039
756	0.1267513582
757	0.1264931238
758	0.1262703813
759	0.1260426924
760	0.1258220205
761	0.1256272132
762	0.1254611659
763	0.1251141871
764	0.1249793793
765	0.124710131
766	0.1244797099
767	0.1243018572
768	0.1242230175
769	0.1236707947
770	0.1235275413
771	0.1233629687
772	0.1226761099
773	0.1225463002
774	0.1223396711
775	0.1219617228
776	0.1218489429
777	0.1217739879
778	0.1216756318
779	0.1215140501
780	0.1213603073
781	0.1212102694
782	0.1210093886
783	0.1208273917
784	0.1206279363
785	0.1204970585
786	0.1198567561
787	0.1196499894
788	0.1196135009
789	0.1195243936
790	0.1194185954
791	0.1193837453
792	0.1191508979
793	0.1188819802
794	0.118835246
795	0.1183752466
796	0.1181634798
797	0.1181234656
798	0.1179047704
799	0.1176397819
800	0.1175174435
801	0.1173734465
802	0.1172364212
803	0.1166169023
804	0.1165393436
805	0.116352481
806	0.1162373936
807	0.1160703025
808	0.1158241129
809	0.1152592979
810	0.1151126549
811	0.1148974448
812	0.1147610488
813	0.1147402019
814	0.1145822652
815	0.1144008051
816	0.1138671347
817	0.1137095342
818	0.1136072989
819	0.1130940112
820	0.1128481265
821	0.1127709373
822	0.1126466101
823	0.1125650847
824	0.1123443134
825	0.1122256898
826	0.1118275346
827	0.1117002801
828	0.111534154
829	0.1113759322
830	0.1112053689
831	0.1110263153
832	0.1108763092
833	0.1107280629
834	0.1105232338
835	0.1103902961
836	0.1100599263
837	0.1099141957
838	0.1098234303
839	0.1097560757
840	0.1096574954
841	0.1095690645
842	0.1093741754
843	0.1091826838
844	0.1089426856
845	0.1087654494
846	0.1085954063
847	0.1084834587
848	0.1083949856
849	0.1078664294
850	0.1077696095
851	0.1077117911
852	0.1071789845
853	0.1070859896
854	0.1069216856
855	0.1068345919
856	0.1065513198
857	0.1061097017
858	0.1059074428
859	0.1058264505
860	0.105682471
861	0.105614826
862	0.105415173
863	0.1052866732
864	0.1050483786
865	0.1049396972
866	0.1047447137
867	0.1046333443
868	0.1044821182
869	0.1044137706
870	0.1043411661
871	0.1041732685
872	0.1040355084
873	0.1038313178
874	0.1037225949
875	0.1036746611
876	0.1034149726
877	0.1033257394
878	0.1031977347
879	0.1030131736
880	0.1028163979
881	0.1027102615
882	0.1025982253
883	0.1024289418
884	0.1023246646
885	0.1022912678
886	0.1021819187
887	0.1020027101
888	0.1019212778
889	0.1016248906
890	0.1015473008
891	0.1014003176
892	0.1013244964
893	0.1012159983
894	0.1011204643
895	0.1008886368
896	0.1008090069
897	0.1007429325
898	0.1005085023
899	0.100331108
900	0.1001943849
901	0.1000715904
902	0.0999835794
903	0.09984770312
904	0.09971695609
905	0.09962395836
906	0.09951979394
907	0.09947513946
908	0.09913521011
909	0.09895471435
910	0.09892573494
911	0.09879093015
912	0.09865066429
913	0.09816605507
914	0.0980741348
915	0.09803300634
916	0.09790090568
917	0.09783104418
918	0.09770875793
919	0.09759919361
920	0.09750929578
921	0.09737141797
922	0.09728287393
923	0.09697751107
924	0.09685470101
925	0.09674895575
926	0.09668022881
927	0.09656486132
928	0.09641287114
929	0.09628485379
930	0.09585741783
931	0.09568042449
932	0.09548831115
933	0.09542718036
934	0.09507752411
935	0.09484641249
936	0.09471189143
937	0.09462019435
938	0.09446452249
939	0.0943706452
940	0.09417563677
941	0.09414895887
942	0.09405681443
943	0.09396215699
944	0.0938972682
945	0.09381568741
946	0.09368049218
947	0.09353305616
948	0.09342834668
949	0.09334179983
950	0.0932487433
951	0.09311693995
952	0.09303557138
953	0.09286864804
954	0.09243937355
955	0.09231429095
956	0.09221065491
957	0.09212511887
958	0.09192065168
959	0.09189228797
960	0.09171498046
961	0.09156401186
962	0.09127123529
963	0.09111426148
964	0.09082493888
965	0.09075746053
966	0.09065033159
967	0.09048406925
968	0.09028081918
969	0.0901713669
970	0.0900115098
971	0.08986746868
972	0.08973903559
973	0.08931655474
974	0.08913310025
975	0.08903107115
976	0.08891047588
977	0.08886557166
978	0.08880853314
979	0.08867362887
980	0.08842884121
981	0.08831368942
982	0.08829376514
983	0.08818289014
984	0.08797048656
985	0.08789077598
986	0.08779943471
987	0.08762538163
988	0.08753235034
989	0.08725135402
990	0.08717125266
991	0.08708489788
992	0.08701005912
993	0.0868572445
994	0.08672236185
995	0.08659300209
996	0.08651280809
997	0.08642799139
998	0.08633867385
999	0.0862891444
