iter	MultiClass
233	0.3505721378
234	0.3503007014
235	0.3502743602
236	0.3500967719
237	0.3498253584
238	0.3492424244
239	0.348699997
240	0.3485894487
241	0.3484113229
242	0.3483295459
243	0.3482003842
244	0.3478056446
245	0.3476596274
246	0.3474015505
247	0.3470177975
248	0.3469907206
249	0.3467702872
250	0.3466708354
251	0.3463550621
252	0.3461949635
253	0.3458079467
254	0.3455919771
255	0.3452424005
256	0.3452032209
257	0.3446709732
258	0.3443303197
259	0.3443164104
260	0.3439987522
261	0.3438779772
262	0.343651764
263	0.343393793
264	0.3433840018
265	0.3433781481
266	0.3432510468
267	0.3432337254
268	0.3429929029
269	0.3428542353
270	0.342447962
271	0.3423023086
272	0.3422913251
273	0.3422798197
274	0.3422440716
275	0.3422421618
276	0.3420081949
277	0.3417359287
278	0.3415069729
279	0.3413303287
280	0.3411997553
281	0.3409443223
282	0.3407963069
283	0.3405319347
284	0.3403680366
285	0.3401945258
286	0.3400941324
287	0.3400767741
288	0.3400655747
289	0.340000821
290	0.339866874
291	0.3396975923
292	0.3396951729
293	0.3394798965
294	0.3391170857
295	0.3389115777
296	0.3389027116
297	0.338826439
298	0.3388225078
299	0.3388157841
300	0.3387612418
301	0.3386539841
302	0.3386489396
303	0.3385525067
304	0.3385459565
305	0.3383846216
306	0.3383761522
307	0.3380489618
308	0.3380420537
309	0.3380349814
310	0.3377138321
311	0.3376385772
312	0.3376305913
313	0.3376202108
314	0.3375824074
315	0.3373027774
316	0.3371740097
317	0.3371669816
318	0.3371175995
319	0.3370196849
320	0.3370041379
321	0.3369052668
322	0.3368762829
323	0.3368708718
324	0.3368624098
325	0.3368412288
326	0.3366462558
327	0.3366098802
328	0.3365880245
329	0.3362532154
330	0.3361479363
331	0.3361115517
332	0.3360328594
333	0.3359096896
334	0.3358994748
335	0.3358966831
336	0.3357576633
337	0.335739678
338	0.3357100053
339	0.3356814818
340	0.3356701552
341	0.3356636354
342	0.3356500975
343	0.3356415959
344	0.3354511308
345	0.335330327
346	0.3352520253
347	0.3352436371
348	0.3352330564
349	0.3352299465
350	0.3352296933
351	0.3352170908
352	0.335208696
353	0.3350365348
354	0.3350317732
355	0.3347439386
356	0.3347413564
357	0.3345529327
358	0.3344968929
359	0.3344074333
360	0.3344028342
361	0.3344007106
362	0.3343974321
363	0.3343860651
364	0.3343682399
365	0.334356666
366	0.3343155847
367	0.3343091188
368	0.3342701148
369	0.3342569456
370	0.3342404842
371	0.3342384758
372	0.3342164267
373	0.3342109284
374	0.3342000178
375	0.3341884969
376	0.3341586321
377	0.3340644927
378	0.3340601492
379	0.3340255355
380	0.3340169905
381	0.3339991089
382	0.33396909
383	0.3338030626
384	0.333798893
385	0.3336756973
386	0.3336265441
387	0.3335227377
388	0.333434272
389	0.3333586538
390	0.3333449431
391	0.3332626181
392	0.3331673667
393	0.3331083307
394	0.333105288
395	0.332972725
396	0.3329602579
397	0.3329320418
398	0.3328781597
399	0.3328136514
400	0.3327661777
401	0.3327577676
402	0.3327495065
403	0.3327443796
404	0.332737394
405	0.3327347065
406	0.332721931
407	0.3327115078
408	0.3326565526
409	0.332651741
410	0.3326435402
411	0.3326348867
412	0.3326122903
413	0.3325765807
414	0.3325679265
415	0.3325657914
416	0.3325536273
417	0.3325494808
418	0.3325446266
419	0.3325395202
420	0.3324895597
421	0.3324266053
422	0.3323534978
423	0.3321835929
424	0.3321464162
425	0.3321239908
426	0.3321216144
427	0.3319172232
428	0.3318950458
429	0.3318674251
430	0.3318236045
431	0.3317774847
432	0.3317728908
433	0.3316130835
434	0.3316034411
435	0.3315230928
436	0.3315057867
437	0.3314303281
438	0.3314092808
439	0.3314028011
440	0.3313826
441	0.3311348
442	0.3311266255
443	0.3310606222
444	0.3309570212
445	0.3309454948
446	0.3309380491
447	0.3309236731
448	0.3309089848
449	0.3309060293
450	0.3308992845
451	0.3308900426
452	0.3307308097
453	0.3306112061
454	0.3306017271
455	0.3305972786
456	0.3304486968
457	0.3304357328
458	0.3303792336
459	0.3303567122
460	0.3303533876
461	0.3302743382
462	0.3302725303
463	0.3302655524
464	0.3302617512
465	0.3301389366
466	0.3300806059
467	0.3299809818
468	0.3299714384
469	0.3299357051
470	0.329912918
471	0.3299005254
472	0.3298967671
473	0.3298779476
474	0.3298576782
475	0.3298526091
476	0.3298460504
477	0.329827251
478	0.3298219579
479	0.3298064276
480	0.329635593
481	0.3296136162
482	0.3296113671
483	0.3295780948
484	0.329557838
485	0.3295149368
486	0.3294998119
487	0.3294124696
488	0.3293786298
489	0.3293709863
490	0.329262713
491	0.3291916993
492	0.3291873491
493	0.3291704386
494	0.3291654981
495	0.3291542289
496	0.3291502517
497	0.3291436496
498	0.3290614076
499	0.3290536748
500	0.3290034278
501	0.3289981968
502	0.3289314799
503	0.3286901854
504	0.3286794433
505	0.3286762282
506	0.3286720117
507	0.3286667368
508	0.3286592125
509	0.3286453396
510	0.3286399733
511	0.328637478
512	0.3286255633
513	0.3286233269
514	0.3286156779
515	0.3285204852
516	0.3283551867
517	0.3282652805
518	0.3282633419
519	0.328204415
520	0.3281925073
521	0.3281740116
522	0.3281704289
523	0.3281613644
524	0.3281533062
525	0.3281482368
526	0.3281365421
527	0.3280892807
528	0.3280816598
529	0.3280703404
530	0.32804612
531	0.3280295461
532	0.3280021261
533	0.327927193
534	0.3279134345
535	0.3278408101
536	0.3278328733
537	0.3277958921
538	0.3277264398
539	0.327662006
540	0.3276572341
541	0.3276270523
542	0.3276155682
543	0.3276093772
544	0.327595214
545	0.3275950657
546	0.327585737
547	0.3275814539
548	0.3275744771
549	0.3275577316
550	0.3273229726
551	0.3273211768
552	0.3273159716
553	0.3273117885
554	0.3273067527
555	0.3272944499
556	0.3271337517
557	0.3271264392
558	0.3269801977
559	0.3269677122
560	0.3269631785
561	0.3269054735
562	0.3269007993
563	0.3268907643
564	0.3268853253
565	0.326882938
566	0.3268755647
567	0.3268682403
568	0.3268460823
569	0.3268384122
570	0.3268192327
571	0.3268117913
572	0.3268027358
573	0.3267903577
574	0.326775292
575	0.3267703324
576	0.3266894647
577	0.3266459984
578	0.3266187671
579	0.3264845397
580	0.3264756355
581	0.3264626466
582	0.3264572489
583	0.3264518617
584	0.3264439851
585	0.326375292
586	0.3263720951
587	0.3263623899
588	0.3262862177
589	0.3262745125
590	0.3262632144
591	0.3262579476
592	0.3262414104
593	0.326225616
594	0.3260881571
595	0.3260842187
596	0.3260803532
597	0.3260739599
598	0.3260544334
599	0.3260500866
600	0.3260387728
601	0.3259129564
602	0.325906009
603	0.3259037589
604	0.3258949134
605	0.3258893358
606	0.3258816872
607	0.3258707579
608	0.3258662765
609	0.325844315
610	0.3257599891
611	0.3257546028
612	0.3257398119
613	0.3257373807
614	0.3257336758
615	0.3257303878
616	0.3256209445
617	0.3256129887
618	0.3256028509
619	0.3255997524
620	0.3255768166
621	0.3255101432
622	0.3255008666
623	0.3254940969
624	0.3254779437
625	0.3254756863
626	0.3254627597
627	0.3254586215
628	0.3254431284
629	0.3254331833
630	0.325429461
631	0.3253501032
632	0.325343308
633	0.325323258
634	0.3253039841
635	0.3251602656
636	0.3251562942
637	0.3251453029
638	0.3251433903
639	0.3251379905
640	0.325131714
641	0.325123141
642	0.3251151476
643	0.3251021548
644	0.3250965673
645	0.3250893623
646	0.3250822502
647	0.325080554
648	0.3250755887
649	0.3250698184
650	0.3249914706
651	0.3249779741
652	0.3249749535
653	0.3248737172
654	0.3248633399
655	0.3246309763
656	0.3246239831
657	0.324590441
658	0.3245234513
659	0.3245056428
660	0.3244988979
661	0.3244906359
662	0.3242605083
663	0.3242517017
664	0.3242383117
665	0.3242277216
666	0.3242117153
667	0.3242013683
668	0.3241952176
669	0.3241376507
670	0.3241262926
671	0.3241218713
672	0.3240042465
673	0.323931689
674	0.3239135114
675	0.3239079446
676	0.3239035186
677	0.3238957373
678	0.3238805304
679	0.3238765596
680	0.3238746132
681	0.3237203495
682	0.3237137903
683	0.3237097463
684	0.3237033668
685	0.3236683454
686	0.3236633131
687	0.3236530607
688	0.3236451228
689	0.323632267
690	0.3235834652
691	0.3235729102
692	0.3235636455
693	0.323553883
694	0.3235468689
695	0.323542756
696	0.3235326701
697	0.3235232567
698	0.3235126432
699	0.3235093601
700	0.3235024221
701	0.3234939626
702	0.3234890857
703	0.323478698
704	0.3234670572
705	0.3234604113
706	0.3234278449
707	0.3234112
708	0.3233987101
709	0.3233667155
710	0.3233623016
711	0.3233509988
712	0.3233407853
713	0.3233301219
714	0.323324474
715	0.3233159668
716	0.3232961518
717	0.3232913946
718	0.3232874817
719	0.3232727561
720	0.3232529123
721	0.3232475035
722	0.3231452742
723	0.3231434301
724	0.3231329135
725	0.3231275741
726	0.3230742892
727	0.3230591968
728	0.3230545842
729	0.3230500612
730	0.3230496187
731	0.3230422032
732	0.3230315494
733	0.3230248485
734	0.3230218998
735	0.3230131216
736	0.3229652646
737	0.3229487098
738	0.3229370762
739	0.3229261924
740	0.322853642
741	0.3228444628
742	0.3228394506
743	0.3228235246
744	0.3228099187
745	0.3228010616
746	0.3226816965
747	0.3226789968
748	0.3226662783
749	0.3226604162
750	0.3226596781
751	0.3225357115
752	0.3225230357
753	0.3225147351
754	0.3225110306
755	0.3224138346
756	0.3224102308
757	0.3224071146
758	0.3223968061
759	0.3223871036
760	0.3223730761
761	0.3223517992
762	0.322349195
763	0.3222731286
764	0.322270545
765	0.3220833785
766	0.3220827868
767	0.3220686039
768	0.3220606651
769	0.322055577
770	0.3220544537
771	0.3220538633
772	0.3220499827
773	0.3220398644
774	0.3220296302
775	0.3220206151
776	0.3220194644
777	0.3220087249
778	0.3219975549
779	0.3219928352
780	0.3219808498
781	0.3218946685
782	0.3218887552
783	0.3218793664
784	0.3218766516
785	0.3218164402
786	0.3218085141
787	0.3217479034
788	0.3217387863
789	0.3217282436
790	0.3217097079
791	0.3216612674
792	0.3216593692
793	0.3216481452
794	0.321642218
795	0.3216329065
796	0.3216235639
797	0.3214687426
798	0.3214604523
799	0.321453784
800	0.3214441046
801	0.3214373309
802	0.321426758
803	0.3214198292
804	0.3214132584
805	0.3214088274
806	0.3214030851
807	0.3213966679
808	0.3213911734
809	0.3213764806
810	0.3213675611
811	0.3213558613
812	0.3213487614
813	0.3213452267
814	0.3213372592
815	0.3213340092
816	0.3213271287
817	0.32132537
818	0.3212195995
819	0.3211759737
820	0.3211697871
821	0.3211553076
822	0.3211504992
823	0.3211469298
824	0.321144036
825	0.3211404821
826	0.3211227943
827	0.3210244589
828	0.3209974611
829	0.3208529806
830	0.3208453228
831	0.3208376368
832	0.3208344536
833	0.3208242037
834	0.3208183398
835	0.3208076985
836	0.3208039271
837	0.3207846363
838	0.3207783553
839	0.3207738904
840	0.3206498876
841	0.3206456289
842	0.3206401649
843	0.3206374033
844	0.3206345148
845	0.320627377
846	0.3206228916
847	0.320615895
848	0.3205707605
849	0.3205591977
850	0.3205419313
851	0.3205373807
852	0.3205317124
853	0.3203847605
854	0.3203801108
855	0.3203763756
856	0.3202984851
857	0.320290721
858	0.3202850835
859	0.3202771778
860	0.3202709146
861	0.3202675367
862	0.320208812
863	0.3201819655
864	0.3201706237
865	0.3201656278
866	0.3201571624
867	0.3201495908
868	0.3201023667
869	0.3200970484
870	0.3200921868
871	0.320068641
872	0.3198570943
873	0.319852311
874	0.3198425392
875	0.3198300952
876	0.3197542894
877	0.3197432518
878	0.319720776
879	0.3196722374
880	0.3196696154
881	0.3196662512
882	0.3196610763
883	0.3196584186
884	0.319606883
885	0.3196055568
886	0.3195990095
887	0.319596147
888	0.3195926723
889	0.3194838653
890	0.3194756593
891	0.3194635036
892	0.3193955647
893	0.3193910506
894	0.3192460137
895	0.3192328456
896	0.319205449
897	0.3191962057
898	0.3191872049
899	0.3191791826
900	0.3191761806
901	0.3191718898
902	0.3191675496
903	0.3191617652
904	0.3191514948
905	0.3191464794
906	0.3191356172
907	0.3191207106
908	0.3189800221
909	0.3189577399
910	0.3189488816
911	0.318938272
912	0.3189243882
913	0.3189062926
914	0.3188905509
915	0.3188851934
916	0.3188798769
917	0.3188757932
918	0.3188685361
919	0.3188587773
920	0.318848859
921	0.3188149449
922	0.3187982492
923	0.3187884187
924	0.3187275507
925	0.3187186633
926	0.3187127225
927	0.3187067706
928	0.3186992385
929	0.3186862016
930	0.3186810763
931	0.3186702121
932	0.3186641794
933	0.318633929
934	0.3186271062
935	0.3185620844
936	0.3185499984
937	0.3185397781
938	0.3185286549
939	0.3185234679
940	0.3183978142
941	0.3183443504
942	0.3183295331
943	0.3183075754
944	0.3182946494
945	0.3182875841
946	0.3182334698
947	0.3182268471
948	0.318223159
949	0.3182166813
950	0.3182121543
951	0.3182026128
952	0.3181955606
953	0.318190784
954	0.3181831055
955	0.3181695829
956	0.3181648529
957	0.3181609875
958	0.3181581351
959	0.3181484262
960	0.3181429299
961	0.3181404207
962	0.3181331254
963	0.3181301904
964	0.3180292176
965	0.3180228641
966	0.3179542159
967	0.3179483631
968	0.3179413762
969	0.3179288607
970	0.3179203717
971	0.3179073219
972	0.3178997222
973	0.3178900232
974	0.3178786618
975	0.3178717257
976	0.3178693919
977	0.3178655779
978	0.3178597719
979	0.3178519959
980	0.3178447107
981	0.3178365792
982	0.3178271033
983	0.3177146823
984	0.3175169162
985	0.3175120585
986	0.317509335
987	0.317506843
988	0.3174943302
989	0.3174929067
990	0.3174870663
991	0.3174816274
992	0.3174679207
993	0.3174617795
994	0.3174530357
995	0.3174508951
996	0.3174276924
997	0.3174157036
998	0.3174071995
999	0.3174067265
